NOMEDEP;DE;MUN;CODVINC;NOMESC_CODVINC;CODESC;NOMESC;TIPO_ESCOLA;TEMPO_ESCOLA;HORARIO;ENDESC;NUMESC;COMPLEND;BAIESC;CODCEP;COMPCEP;DDD;FONE1;FONE2;EMAIL;ALE;DTCADASTRO
"ESTADUAL - SE";"LESTE 3";"SAO PAULO";;;44325;"SALIM FARAH MALUF PROFESSOR";"EE";"PARCIAL";;"RUA JARDIM TAMOIO";"100";"- ATÉ 738/739";"CONJUNTO RESIDENCIAL JOSE BONIFACIO";"08255";"010";"11";"25210892";"25214771";"E044325A@EDUCACAO.SP.GOV.BR";False;"2024-10-07 11:03:32.4770000"
"ESTADUAL - SE";"LESTE 3";"SAO PAULO";;;44337;"FADLO HAIDAR";"EE";"PEI";"7H";"RUA MURMÚRIOS DA TARDE";"200";"";"CONJUNTO RESIDENCIAL JOSE BONIFACIO";"08253";"580";"11";"25210110";"25215578";"E044337A@EDUCACAO.SP.GOV.BR";False;"2024-10-07 11:03:32.4770000"
"ESTADUAL - SE";"LESTE 2";"SAO PAULO";;;44349;"WILSON ROBERTO SIMONINI PROF";"EE";"PEI";"9H";"RUA JOÃO CORREIA DE MAGALHÃES";"200";"";"PARQUE DOM JOAO NERI";"08151";"260";"11";"20351820";"";"E044349A@EDUCACAO.SP.GOV.BR";True;"2024-10-07 11:03:32.4770000"
"ESTADUAL - SE";"CENTRO OESTE";"SAO PAULO";;;44350;"SAMUEL KLABIN";"EE";"PEI";"9H";"RUA BORIS ALEXANDR";"189";"";"VILA DALVA";"05387";"020";"11";"37120663";"37610144";"E044350A@EDUCACAO.SP.GOV.BR";True;"2024-10-07 11:03:32.4770000"
"ESTADUAL - SE";"SUL 1";"SAO PAULO";;;44362;"PEDRO CALIL PADIS PROFESSOR";"EE";"PARCIAL";;"AVENIDA RODRIGUES MONTEMOR";"395";"- LADO ÍMPAR";"CIDADE DOMITILA";"04387";"002";"11";"26588396";"26588397";"E044362A@EDUCACAO.SP.GOV.BR";True;"2024-10-07 11:03:32.4770000"
"ESTADUAL - SE";"SUL 1";"SAO PAULO";;;44374;"JOAO ERNESTO FAGGIN DOUTOR";"EE";"PARCIAL";;"AVENIDA FULFARO";"141";"";"VILA CLARA";"04414";"200";"11";"26588751";"26588752";"E044374A@EDUCACAO.SP.GOV.BR";True;"2024-10-07 11:03:32.4770000"
"ESTADUAL - SE";"SUL 2";"SAO PAULO";;;44386;"DAVID NASSER JORNALISTA";"EE";"PARCIAL";;"RUA SEVERIANO CARDOSO";"280";"";"JARDIM MACEDONIA";"05894";"430";"11";"58210999";"58214869";"E044386A@EDUCACAO.SP.GOV.BR";True;"2024-10-07 11:03:32.4770000"
"ESTADUAL - SE";"SUL 2";"SAO PAULO";;;44398;"ANTONIO BERNARDES DE OLIVEIRA PROFESSOR";"EE";"PEI";"7H";"RUA JEAN MAROT";"12";"";"JARDIM SAO JOAQUIM";"04917";"040";"11";"55143564";"55146409";"E044398A@EDUCACAO.SP.GOV.BR";True;"2024-10-07 11:03:32.4770000"
"ESTADUAL - SE";"SUL 3";"SAO PAULO";;;44404;"DAVID ZEIGER";"EE";"PEI";"7H";"RUA SATÉLITE JAPETUS";"30";"";"JARDIM MARIA AMALIA";"04858";"520";"11";"55273510";"55273555";"E044404A@EDUCACAO.SP.GOV.BR";True;"2024-10-07 11:03:32.4770000"
"ESTADUAL - SE";"SUL 3";"SAO PAULO";;;44416;"SAVERIO FITTIPALDI";"EE";"PARCIAL";;"RUA RUFINO ZADO";"SN";"";"JARDIM NORONHA";"04853";"070";"11";"55281837";"59762086";"E044416A@EDUCACAO.SP.GOV.BR";True;"2024-10-07 11:03:32.4770000"
"ESTADUAL - SE";"SUL 3";"SAO PAULO";;;44428;"AURELIO CAMPOS DEPUTADO";"EE";"PARCIAL";;"RUA OLÍMPIO DE OLIVEIRA CHALEGRE";"137";"";"VILA DA PAZ";"04777";"040";"11";"56666579";"56669830";"E044428A@EDUCACAO.SP.GOV.BR";True;"2024-10-07 11:03:32.4770000"
"ESTADUAL - SE";"SUL 3";"SAO PAULO";;;44436;"CARLOS CATTONY";"EE";"PARCIAL";;"AVENIDA PROFESSOR HERMANN VON IHERING";"11";"";"JARDIM CASA GRANDE";"04870";"423";"11";"59792287";"59792579";"E044436A@EDUCACAO.SP.GOV.BR";True;"2024-10-07 11:03:32.4770000"
"ESTADUAL - SE";"SUL 3";"SAO PAULO";;;44441;"EURIPEDES SIMOES DE PAULA PROF";"EE";"PEI";"7H";"RUA MARIA PAPE";"30";"";"JARDIM LUCELIA";"04852";"218";"11";"55281861";"59763357";"E044441A@EDUCACAO.SP.GOV.BR";True;"2024-10-07 11:03:32.4770000"
"ESTADUAL - SE";"SUL 3";"SAO PAULO";;;44453;"MARIO ARMINANTE PROF";"EE";"PARCIAL";;"RUA JOSÉ ROSCHEL RODRIGUES";"146";"";"RECANTO CAMPO BELO";"04880";"130";"11";"59792334";"";"E044453A@EDUCACAO.SP.GOV.BR";True;"2024-10-07 11:03:32.4770000"
"ESTADUAL - SE";"SUL 3";"SAO PAULO";;;44465;"ANTONIO PEREIRA LIMA DR";"EE";"PARCIAL";;"JUSA";"1414";"RUA";"PARELHEIROS";"04889";"000";"11";"59208952";"";"E044465A@EDUCACAO.SP.GOV.BR";True;"2024-10-07 11:03:32.4770000"
"ESTADUAL - SE";"ASSIS";"BORA";;;44490;"JOSE DE SOUZA DR";"EE";"PARCIAL";;"RUA ADELAIDE SOUZA BARREIROS";"220";"RUA";"CENTRO";"19740";"024";"18";"33671108";"33671198";"E044490A@EDUCACAO.SP.GOV.BR";False;"2024-10-07 11:03:32.4770000"
"ESTADUAL - SE";"MARILIA";"MARILIA";;;44568;"SEBASTIAO MONACO VEREADOR";"EE";"PARCIAL";;"RUA AMADOR BUENO";"956";"- DE 732/733 AO FIM";"CONJUNTO HABITACIONAL VILA DOS COMERCIARIOS II";"17527";"622";"14";"34221055";"34225463";"E044568A@EDUCACAO.SP.GOV.BR";False;"2024-10-07 11:03:32.4770000"
"ESTADUAL - SE";"ASSIS";"PALMITAL";;;44573;"OSWALDO MOREIRA DA SILVA PROF";"EE";"PARCIAL";;"RUA ÂNGELO BIAZON SMANIA";"51";"";"JARDIM DAS OLIVEIRAS";"19970";"354";"18";"33511445";"";"E044573A@EDUCACAO.SP.GOV.BR";False;"2024-10-07 11:03:32.4770000"
"ESTADUAL - SE";"JABOTICABAL";"BEBEDOURO";;;44600;"OSWALDO SCHIAVON";"EE";"PARCIAL";;"RUA ALFREDO GOMES AREIAS";"1323";"- ATÉ 638/639";"RESIDENCIAL  JARDIM PEDRO MAIA";"14711";"510";"17";"33424618";"33425350";"E044600A@EDUCACAO.SP.GOV.BR";False;"2024-10-07 11:03:32.4770000"
"ESTADUAL - SE";"JABOTICABAL";"MONTE ALTO";;;44623;"NELLY BAHDUR CANO PROFESSORA";"EE";"PEI";"9H";"BARTOLOMEU BUENO";"230";"AVENIDA";"CONJUNTO HABITACIONAL BANDEIRANTES";"15910";"000";"16";"32423121";"32427861";"E044623A@EDUCACAO.SP.GOV.BR";False;"2024-10-07 11:03:32.4770000"
"ESTADUAL - SE";"SERTAOZINHO";"SERTAOZINHO";;;44635;"MARIA CONCEICAO RODRIGUES SILVA MAGON PROFESSORA";"EE";"PARCIAL";;"AVENIDA NOSSA SENHORA APARECIDA";"799";"- DE 771 A 1329 - LADO ÍMPAR";"SAO JOAO";"14177";"060";"16";"39425582";"";"E044635A@EDUCACAO.SP.GOV.BR";False;"2024-10-07 11:03:32.4770000"
"ESTADUAL - SE";"RIBEIRAO PRETO";"RIBEIRAO PRETO";;;44647;"ORLANDO VITALIANO VEREADOR";"EE";"PARCIAL";;"RUA CÉSAR MONTAGNANA";"110";"";"QUINTINO FACCI I";"14077";"180";"16";"36158134";"36261369";"E044647A@EDUCACAO.SP.GOV.BR";False;"2024-10-07 11:03:32.4770000"
"ESTADUAL - SE";"RIBEIRAO PRETO";"RIBEIRAO PRETO";;;44659;"OSCAR DE MOURA LACERDA PROFESSOR DOUTOR";"EE";"PEI";"9H";"AVENIDA MAGID SIMÃO TRAD";"230";"- LADO PAR";"ADELINO SIMIONI";"14071";"010";"16";"36380238";"36382979";"E044659A@EDUCACAO.SP.GOV.BR";False;"2024-10-07 11:03:32.4770000"
"ESTADUAL - SE";"RIBEIRAO PRETO";"RIBEIRAO PRETO";;;44660;"DOMINGOS JOAO BAPTISTA SPINELLI PROFESSOR DOUTOR";"EE";"PARCIAL";;"RUA DEPUTADO ORLANDO JURCA";"92";"";"QUINTINO FACCI II";"14070";"280";"16";"36380071";"39741200";"E044660A@EDUCACAO.SP.GOV.BR";False;"2024-10-07 11:03:32.4770000"
"ESTADUAL - SE";"ARARAQUARA";"MATAO";;;44672;"LAERT JOSE TARALLO MENDES PROF";"EE";"PEI";"9H";"AVENIDA MARIA CAMPOS SALTO";"1700";"";"JARDIM ALVORADA";"15997";"054";"16";"33824343";"";"E044672A@EDUCACAO.SP.GOV.BR";False;"2024-10-07 11:03:32.4770000"
"ESTADUAL - SE";"PRESIDENTE PRUDENTE";"PRESIDENTE PRUDENTE";;;44684;"ARLINDO FANTINI PROFESSOR";"EE";"PEI";"7H";"AVENIDA PAULO MARCONDES";"50";"";"JARDIM ELDORADO";"19025";"000";"18";"32210175";"32210835";"E044684A@EDUCACAO.SP.GOV.BR";False;"2024-10-07 11:03:32.4770000"
"ESTADUAL - SE";"MIRANTE DO PARANAPANEMA";"ROSANA";;;44696;"MARIA AUDENIR DE CARVALHO PROFESSORA";"EE";"PEI";"9H";"FLORIANOPOLIS";"207";"QUADRA 80";"PRIMAVERA";"19274";"000";"18";"32841617";"";"E044696A@EDUCACAO.SP.GOV.BR";False;"2024-10-07 11:03:32.4770000"
"ESTADUAL - SE";"CARAPICUIBA";"COTIA";;;44748;"ROBERTO CORTE REAL JORNALISTA";"EE";"PARCIAL";;"RUA EURICLEDES FORMIGA";"200";"";"JARDIM CLAUDIO";"06714";"300";"11";"46140350";"47034276";"E044748A@EDUCACAO.SP.GOV.BR";True;"2024-10-07 11:03:32.4770000"
"ESTADUAL - SE";"ITAPEVI";"JANDIRA";;;44817;"LUIS DA CAMARA CASCUDO";"EE";"PEI";"7H";"ORQUIDEAS";"270";"RUA";"VILA IPE";"06606";"325";"11";"26588226";"26588227";"E044817A@EDUCACAO.SP.GOV.BR";True;"2024-10-07 11:03:32.4770000"
"ESTADUAL - SE";"TABOAO DA SERRA";"EMBU DAS ARTES";;;44830;"EDILA COUTINHO PORFIRIO PROFESSORA";"EE";"PARCIAL";;"RUA PENHA";"192";"";"JARDIM SANTA TEREZA";"06813";"150";"11";"47831320";"47833879";"E044830A@EDUCACAO.SP.GOV.BR";True;"2024-10-07 11:03:32.4770000"
"ESTADUAL - SE";"TABOAO DA SERRA";"EMBU DAS ARTES";;;44842;"HUGO CAROTINI";"EE";"PARCIAL";;"ESTRADA KEIICHI MATSUMOTO";"2025";"- DE 1803/1804 AO FIM";"JARDIM TOME";"06805";"135";"11";"47046091";"";"E044842A@EDUCACAO.SP.GOV.BR";True;"2024-10-07 11:03:32.4770000"
"ESTADUAL - SE";"ITAPECERICA DA SERRA";"ITAPECERICA DA SERRA";;;44854;"ANTONIO FLORENTINO";"EE";"PEI";"7H";"RUA CARLOS DRUMOND DE ANDRADE";"70";"";"JARDIM JACIRA";"06864";"400";"11";"46691380";"46693025";"E044854A@EDUCACAO.SP.GOV.BR";True;"2024-10-07 11:03:32.4770000"
"ESTADUAL - SE";"ITAPECERICA DA SERRA";"EMBU-GUACU";;;44878;"OLIVIA DE FARIA NOGUEIRA";"EE";"PEI";"7H";"RODOVIA JOSÉ SIMÕES LOURO JÚNIOR";"46";"";"SANTO EGIDIO";"06910";"120";"11";"46612619";"46618490";"E044878A@EDUCACAO.SP.GOV.BR";True;"2024-10-07 11:03:32.4770000"
"ESTADUAL - SE";"TABOAO DA SERRA";"TABOAO DA SERRA";;;44885;"FRANCISCO VICENTE LOPES GONCALVES PROFESSOR";"EE";"PEI";"7H";"RUA RODOLFO SCHULT";"200";"";"PARQUE ALBINA";"06764";"340";"11";"47012512";"47878900";"E044885A@EDUCACAO.SP.GOV.BR";False;"2024-10-07 11:03:32.4770000"
"ESTADUAL - SE";"ITAPECERICA DA SERRA";"JUQUITIBA";;;44891;"BAIRRO DAS PALMEIRAS";"EE";"PEI";"7H";"BR 116  KM 317";"125";"RUA";"DAS PALMEIRAS";"06950";"000";"11";"46832303";"46839300";"E044891A@EDUCACAO.SP.GOV.BR";True;"2024-10-07 11:03:32.4770000"
"ESTADUAL - SE";"ITAPEVI";"BARUERI";;;44921;"MYRTHES THEREZINHA ASSAD VILLELA PROFA";"EE";"PEI";"9H";"RUA FIRMO DE OLIVEIRA";"8";"";"CENTRO";"06401";"130";"11";"26588086";"26588087";"E044921A@EDUCACAO.SP.GOV.BR";False;"2024-10-07 11:03:32.4770000"
"ESTADUAL - SE";"ITAPEVI";"BARUERI";;;44933;"MARIO JOAQUIM ESCOBAR DE ANDRADE";"EE";"PARCIAL";;"PINHEIROS";"193";"ESTRADA";"PARQUE VIANA";"06449";"000";"11";"26588016";"26588017";"E044933A@EDUCACAO.SP.GOV.BR";True;"2024-10-07 11:03:32.4770000"
"ESTADUAL - SE";"CAIEIRAS";"CAIEIRAS";;;44945;"JOSE CARLOS DA SILVA JUNIOR";"EE";"PARCIAL";;"AVENIDA ALTINA";"10";"(JD V TEREZA)";"JARDIM VERA TEREZA";"07717";"390";"11";"44421272";"46054544";"E044945A@EDUCACAO.SP.GOV.BR";True;"2024-10-07 11:03:32.4770000"
"ESTADUAL - SE";"CAIEIRAS";"FRANCISCO MORATO";;;44957;"VINCENZO LOBASSI";"EE";"PARCIAL";;"R JOSE MANOEL MARTINS";"135";"RUA";"JD FLORIDA";"07913";"190";"11";"44880590";"44882564";"E044957A@EDUCACAO.SP.GOV.BR";True;"2024-10-07 11:03:32.4770000"
"ESTADUAL - SE";"MOGI DAS CRUZES";"MOGI DAS CRUZES";;;44982;"CLAUDIO ABRAHAO PROFESSOR";"EE";"PARCIAL";;"RUA DOUTOR JOÃO ANTÔNIO RODRIGUES DE MORAES";"100";"";"VILA JUNDIAI";"08745";"010";"11";"47216113";"47273160";"E044982A@EDUCACAO.SP.GOV.BR";False;"2024-10-07 11:03:32.4770000"
"ESTADUAL - SE";"ITAQUAQUECETUBA";"ITAQUAQUECETUBA";;;45007;"CARMEN NETTO DOS SANTOS PROFESSORA";"EE";"PEI";"7H";"RUA SAN GENARO";"320";"";"PARQUE RESIDENCIAL CALIFORNIA";"08584";"280";"11";"46486458";"46486776";"E045007A@EDUCACAO.SP.GOV.BR ";True;"2024-10-07 11:03:32.4770000"
"ESTADUAL - SE";"ITAQUAQUECETUBA";"ITAQUAQUECETUBA";;;45019;"KAKUNOSUKE HASEGAWA";"EE";"PARCIAL";;"RUA SERRA DOS PARECIS";"200";"";"JARDIM PAINEIRA";"08581";"210";"11";"46481611";"46482021";"E045019A@EDUCACAO.SP.GOV.BR";True;"2024-10-07 11:03:32.4770000"
"ESTADUAL - SE";"MAUA";"MAUA";;;45056;"ESPERANCA DE OLIVEIRA SAAVEDRA DONA";"EE";"PARCIAL";;"RUA ELZA JORGE";"223";"";"JARDIM ESPERANCA";"09341";"121";"11";"45762999";"45784635";"E045056A@EDUCACAO.SP.GOV.BR";True;"2024-10-07 11:03:32.4770000"
"ESTADUAL - SE";"MAUA";"MAUA";;;45068;"MAHATMA GHANDI";"EE";"PARCIAL";;"RUA NATAL";"79";"";"JARDIM ORATORIO";"09381";"070";"11";"45142261";"45444154";"E045068A@EDUCACAO.SP.GOV.BR       ";True;"2024-10-07 11:03:32.4770000"
"ESTADUAL - SE";"MAUA";"MAUA";;;45073;"DIVA GOMES DOS SANTOS PROFESSORA";"EE";"PARCIAL";;"RUA JOSÉ LEARDINI";"338";"";"PARQUE DAS AMERICAS";"09351";"390";"11";"45143267";"45444126";"E045073A@EDUCACAO.SP.GOV.BR";True;"2024-10-07 11:03:32.4770000"
"ESTADUAL - SE";"MAUA";"MAUA";;;45081;"MARIA APARECIDA DAMO FERREIRA";"EE";"PARCIAL";;"RUA ROSA BONINI MARIANI";"60";"";"JARDIM GUAPITUBA";"09360";"340";"11";"45550075";"45559057";"E045081A@EDUCACAO.SP.GOV.BR";False;"2024-10-07 11:03:32.4770000"
"ESTADUAL - SE";"MAUA";"RIBEIRAO PIRES";;;45093;"VILA MARQUESA DE SANTOS";"EE";"PARCIAL";;"RUA ADIB EID";"600";"";"PONTE SECA";"09411";"720";"11";"48237429";"";"E045093A@EDUCACAO.SP.GOV.BR";True;"2024-10-07 11:03:32.4770000"
"ESTADUAL - SE";"REGISTRO";"CANANEIA";;;45100;"DINORAH SILVA DOS SANTOS PROFESSORA";"EE";"PARCIAL";;"FRANCISCO DAS CHAGAS SOARES";"65";"AVENIDA";"ACARAU";"11990";"000";"13";"38511102";"38511236";"E045100A@EDUCACAO.SP.GOV.BR";False;"2024-10-07 11:03:32.4770000"
"ESTADUAL - SE";"CARAGUATATUBA";"UBATUBA";;;45123;"IDALINA DO AMARAL GRACA";"EE";"PEI";"7H";"RUA DA CASCATA";"400";"";"IPIRANGUINHA";"11693";"056";"12";"38324719";"38327104";"E045123A@EDUCACAO.SP.GOV.BR";False;"2024-10-07 11:03:32.4770000"
"ESTADUAL - SE";"CARAGUATATUBA";"CARAGUATATUBA";;;45147;"ANTONIO ALVES BERNARDINO";"EE";"PEI";"7H";"AVENIDA MARECHAL DEODORO DA FONSECA";"755";"";"TINGA";"11674";"410";"12";"38653119";"38821411";"CRECHEBOISS02@GMAIL.COM";False;"2024-10-07 11:03:32.4770000"
"ESTADUAL - SE";"SAO VICENTE";"MONGAGUA";;;45160;"AIDA LEDA BAUER DAVIES PROFESSORA";"EE";"PARCIAL";;"SILVANO RIBEIRO DIROZ";"200";"AVENIDA";"VILA ARENS";"11730";"000";"13";"34481006";"34482169";"E045160A@EDUCACAO.SP.GOV.BR";False;"2024-10-07 11:03:32.4770000"
"ESTADUAL - SE";"SAO VICENTE";"PERUIBE";;;45172;"JOSE BATISTA CAMPOS";"EE";"PARCIAL";;"RUA BENEDITO ANDERSON LIBERT";"50";"";"BALNEARIO CARAGUAVA";"11782";"648";"13";"34553207";"34555880";"E045172A@EDUCACAO.SP.GOV.BR";False;"2024-10-07 11:03:32.4770000"
"ESTADUAL - SE";"SAO VICENTE";"PRAIA GRANDE";;;45196;"MAGALI ALONSO PROFESSORA";"EE";"PARCIAL";;"AVENIDA MINISTRO MARCOS FREIRE";"32278";"";"VILA TUPI  QUIETUDE";"11719";"150";"13";"34943581";"34945857";"E045196A@EDUCACAO.SP.GOV.BR";False;"2024-10-07 11:03:32.4770000"
"ESTADUAL - SE";"AVARE";"AVARE";;;45226;"EMILIO IMMOOS PADRE";"EE";"PEI";"9H";"AVENIDA PARANAPANEMA";"1211";"- DE 692/693 AO FIM";"PARQUE SANTA ELIZABETH";"18702";"000";"14";"37323606";"37337383";"E045226A@EDUCACAO.SP.GOV.BR";False;"2024-10-07 11:03:32.4770000"
"ESTADUAL - SE";"ITAPETININGA";"GUAREI";;;45251;"EZEQUIEL CASTANHO PROF";"EE";"PEI";"9H";"CORONEL ANIBAL CASTANHO";"288";"RUA";"CENTRO";"18250";"000";"15";"32581233";"";"E045251A@EDUCACAO.SP.GOV.BR";False;"2024-10-07 11:03:32.4770000"
"ESTADUAL - SE";"ITARARE";"ITARARE";;;45275;"ESTHER CARPINELLI RIBAS PROFESSORA";"EE";"PEI";"7H";"RUA LUIZ MARQUES DOS SANTOS";"331";"";"JARDIM ALVORADA";"18462";"204";"15";"35322875";"35324795";"E045275A@EDUCACAO.SP.GOV.BR";False;"2024-10-07 11:03:32.4770000"
"ESTADUAL - SE";"ITU";"ITU";;;45287;"ROGERIO LAZARO TOCCHETON PROF";"EE";"PEI";"7H";"RUA FRANCISCO FALCATO JÚNIOR";"465";"";"SAO LUIZ";"13304";"170";"11";"40243389";"40251502";"E045287A@EDUCACAO.SP.GOV.BR";False;"2024-10-07 11:03:32.4770000"
"ESTADUAL - SE";"SAO ROQUE";"IBIUNA";;;45299;"NAZARIA CIPRIANO DE FREITAS";"EE";"PARCIAL";;"MUNICIPAL TANCREDO DE ALMEIDA NEVES";"KM 3";"RUA";"CAPIM AZEDO";"18150";"000";"15";"34125966";"34125967";"E045299A@EDUCACAO.SP.GOV.BR";False;"2024-10-07 11:03:32.4770000"
"ESTADUAL - SE";"VOTORANTIM";"PIEDADE";;;45329;"CLEMENTINO VIEIRA CORDEIRO";"EE";"PEI";"9H";"VELHA SOROCABA PIEDADE";"SN";"AVENIDA";"JURUPARA";"18170";"000";"15";"33446142";"";"E045329A@EDUCACAO.SP.GOV.BR";True;"2024-10-07 11:03:32.4770000"
"ESTADUAL - SE";"GUARATINGUETA";"GUARATINGUETA";;;45378;"DINAH MOTTA RUNHA PROFA";"EE";"PEI";"7H";"DR FRANCISCO MEIRELES FREIRE";"101";"RUA";"PARQUE SAO FRANCISCO";"12509";"190";"12";"31222432";"31223969";"E045378A@EDUCACAO.SP.GOV.BR";False;"2024-10-07 11:03:32.4770000"
"ESTADUAL - SE";"PINDAMONHANGABA";"PINDAMONHANGABA";;;45408;"ISMENIA MONTEIRO DE OLIVEIRA PROFESSORA";"EE";"PEI";"9H";"RUA SEBASTIÃO MACHADO DE ANDRADE";"111";"";"LOTEAMENTO RESIDENCIAL ANDRADE";"12402";"500";"12";"36425077";"36434082";"E045408A@EDUCACAO.SP.GOV.BR";False;"2024-10-07 11:03:32.4770000"
"ESTADUAL - SE";"JACAREI";"JACAREI";;;45412;"ALCINA MORAES SALLES PROFA";"EE";"PEI";"7H";"RUA TARIANA";"106";"";"CHACARAS REUNIDAS IGARAPES";"12330";"050";"12";"39561214";"39561277";"E045412A@EDUCACAO.SP.GOV.BR";False;"2024-10-07 11:03:32.4770000"
"ESTADUAL - SE";"JACAREI";"JACAREI";;;45421;"MARIA UMBELINA RODRIGUES DE AZEVEDO PROFA";"EE";"PARCIAL";;"RODOVIA NILO MÁXIMO";"4390";"- DE 3813/3814 AO FIM";"JARDIM COLONIA";"12315";"010";"12";"39527122";"";"E045421A@EDUCACAO.SP.GOV.BR";False;"2024-10-07 11:03:32.4770000"
"ESTADUAL - SE";"JACAREI";"JACAREI";;;45433;"MARIA HELENA DENIS FIGUEIREDO PROFA";"EE";"PEI";"7H";"AVENIDA DARCY DE OLIVEIRA REIS";"530";"";"BELA VISTA";"12309";"070";"12";"39517017";"";"E045433A@EDUCACAO.SP.GOV.BR";False;"2024-10-07 11:03:32.4770000"
"ESTADUAL - SE";"JACAREI";"JACAREI";;;45445;"MARIA APARECIDA RICO PROFA";"EE";"PARCIAL";;"RUA ANTÔNIO ALVES";"226";"";"PAGADOR DE ANDRADE";"12334";"450";"12";"39532564";"";"E045445A@EDUCACAO.SP.GOV.BR";False;"2024-10-07 11:03:32.4770000"
"ESTADUAL - SE";"JACAREI";"SANTA BRANCA";;;45457;"WALDEMAR SALGADO PROF";"EE";"PARCIAL";;"JOAO PESSOA";"12";"RUA";"CENTRO";"12380";"000";"12";"39720140";"39721722";"E045457A@EDUCACAO.SP.GOV.BR";False;"2024-10-07 11:03:32.4770000"
"ESTADUAL - SE";"SAO JOSE DOS CAMPOS";"SAO JOSE DOS CAMPOS";;;45469;"MIGUEL NAKED MAJOR";"EE";"PARCIAL";;"AVENIDA BENEDITO BENTO";"195";"- LADO ÍMPAR";"CIDADE MORUMBI";"12236";"580";"12";"39312922";"";"E045469A@EDUCACAO.SP.GOV.BR";False;"2024-10-07 11:03:32.4770000"
"ESTADUAL - SE";"SAO JOSE DOS CAMPOS";"SAO JOSE DOS CAMPOS";;;45470;"MARILDA FERREIRA DE BRITO BARROS PEREIRA";"EE";"PARCIAL";;"RUA MANOEL SALDANHA";"401";"";"VALE DOS PINHEIROS";"12242";"330";"12";"39222543";"";"E045470A@EDUCACAO.SP.GOV.BR";False;"2024-10-07 11:03:32.4770000"
"ESTADUAL - SE";"TAUBATE";"CACAPAVA";;;45482;"RUTH SA PROFESSORA";"EE";"PEI";"7H";"AV MONSENHOR THEODOMIRO";"625";"AVENIDA";"PARQUE RESIDENCIAL MARIA ELMIRA";"12285";"050";"12";"36532009";"36534966";"E045482A@EDUCACAO.SP.GOV.BR";False;"2024-10-07 11:03:32.4770000"
"ESTADUAL - SE";"TAUBATE";"CACAPAVA";;;45494;"FLAIR CARLOS DE OLIVEIRA ARMANY DOUTOR";"EE";"PEI";"7H";"MUNICIPAL AMADEO TENEDINI";"279";"ESTRADA";"CACAPAVA VELHA";"12283";"390";"12";"36524841";"36531492";"E045494A@EDUCACAO.SP.GOV.BR";False;"2024-10-07 11:03:32.4770000"
"ESTADUAL - SE";"AMERICANA";"AMERICANA";;;45500;"CLARICE COSTA CONTI PROFA";"EE";"PEI";"9H";"RUA MARIA CAVALCANTE PROENÇA";"99";"";"ANTONIO ZANAGA";"13474";"530";"19";"34691197";"34691204";"E045500A@EDUCACAO.SP.GOV.BR";False;"2024-10-07 11:03:32.4770000"
"ESTADUAL - SE";"AMERICANA";"SANTA BARBARA D'OESTE";;;45512;"NEUZA MARIA NAZATTO DE CARVALHO PROFA";"EE";"PARCIAL";;"OURO";"1174";"RUA";"VILA MOLLON IV";"13456";"447";"19";"34584870";"34588080";"E045512A@EDUCACAO.SP.GOV.BR";False;"2024-10-07 11:03:32.4770000"
"ESTADUAL - SE";"SUMARE";"HORTOLANDIA";;;45524;"ROBERTO RODRIGUES DE AZEVEDO PASTOR";"EE";"PEI";"7H";"RUA TIBURTINO RODRIGUES NASCIMENTO";"SN";"";"CHACARAS FAZENDA  COELHO";"13185";"498";"19";"38871818";"38871895";"E045524A@EDUCACAO.SP.GOV.BR";False;"2024-10-07 11:03:32.4770000"
"ESTADUAL - SE";"SUMARE";"SUMARE";;;45536;"MARIA DE LOURDES MARTINS PROFESSORA";"EE";"PARCIAL";;"RUA OSVALDO VACARI";"777";"";"JARDIM  MARIA  ANTONIA";"13178";"374";"19";"38543755";"38642081";"E045536A@EDUCACAO.SP.GOV.BR";False;"2024-10-07 11:03:32.4770000"
"ESTADUAL - SE";"SUMARE";"SUMARE";;;45548;"ELYSABETH DE MELLO RODRIGUES PROFESSORA";"EE";"PARCIAL";;"RUA PRESIDENTE PRUDENTE DE MORAES";"1";"";"PARQUE  EUCLIDES MIRANDA";"13174";"526";"19";"38733206";"38733382";"E045548A@EDUCACAO.SP.GOV.BR";False;"2024-10-07 11:03:32.4770000"
"ESTADUAL - SE";"SUMARE";"HORTOLANDIA";;;45559;"MARIA RITA ARAUJO COSTA PROFESSORA";"EE";"PARCIAL";;"RUA ERNESTO BERGAMASCO";"665";"";"VILA SAO PEDRO";"13183";"080";"19";"38652572";"";"E045559A@EDUCACAO.SP.GOV.BR";False;"2024-10-07 11:03:32.4770000"
"ESTADUAL - SE";"SUMARE";"SUMARE";;;45561;"MARIANINA DE ROSIS MORAES PROFESSORA";"EE";"PARCIAL";;"RUA NOSSA SENHORA APARECIDA";"279";"";"PARQUE FLORELY";"13178";"222";"19";"38543677";"38642005";"E045561A@EDUCACAO.SP.GOV.BR";False;"2024-10-07 11:03:32.4770000"
"ESTADUAL - SE";"SUMARE";"SUMARE";;;45573;"JENY BONADIA RODRIGUES SANTARROSSA PROFESSORA";"EE";"PARCIAL";;"RUA MARIA CONCEIÇÃO DA ROCHA FERRAZ";"409";"";"JARDIM  BOM RETIRO";"13181";"656";"19";"38543877";"38641320";"E045573A@EDUCACAO.SP.GOV.BR";False;"2024-10-07 11:03:32.4770000"
